node_id,prompt,interaction_count
91107000,"Food Node 91107000: The food description is: Sugar substitute, sucralose, powder. This food belongs to the category: Sugar substitutes. The ingredients in this food are: Sweeteners, tabletop, sucralose, SPLENDA packets.",1492
73101010,"Food Node 73101010: The food description is: Carrots, raw. This food belongs to the category: Carrots. The ingredients in this food are: Carrots, raw.",1406
83112500,"Food Node 83112500: The food description is: Creamy dressing. This food belongs to the category: Salad dressings and vegetable oils. The ingredients in this food are: Salad dressing, ranch dressing, regular.",1356
11112210,"Food Node 11112210: The food description is: Milk, low fat (1%). This food belongs to the category: Milk, lowfat. The ingredients in this food are: Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D.",1353
92103000,"Food Node 92103000: The food description is: Coffee, instant, reconstituted. This food belongs to the category: Coffee. The ingredients in this food are: Beverages, coffee, instant, regular, powder, Beverages, water, tap, drinking.",1339
42202000,"Food Node 42202000: The food description is: Peanut butter. This food belongs to the category: Nuts and seeds. The ingredients in this food are: Peanut butter, smooth style, with salt.",1313
14010000,"Food Node 14010000: The food description is: Cheese, NFS. This food belongs to the category: Cheese. The ingredients in this food are: Cheese product, pasteurized process, American, vitamin D fortified, Cheese, cheddar.",1297
91200040,"Food Node 91200040: The food description is: Sugar substitute, saccharin, powder. This food belongs to the category: Sugar substitutes. The ingredients in this food are: Sweeteners, tabletop, saccharin (sodium saccharin).",1274
25230210,"Food Node 25230210: The food description is: Ham, prepackaged or deli, luncheon meat. This food belongs to the category: Cold cuts and cured meats. The ingredients in this food are: Ham, sliced, pre-packaged, deli meat (96%fat free, water added).",1258
22600200,"Food Node 22600200: The food description is: Pork bacon, NS as to fresh, smoked or cured, cooked. This food belongs to the category: Bacon. The ingredients in this food are: Pork, cured, bacon, cooked, restaurant, Pork, cured, bacon, pre-sliced, cooked, pan-fried.",1250
74402150,"Food Node 74402150: The food description is: Salsa, red. This food belongs to the category: Tomato-based condiments. The ingredients in this food are: Sauce, salsa, ready-to-serve.",1220
75111000,"Food Node 75111000: The food description is: Cucumber, raw. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Cucumber, peeled, raw, Cucumber, with peel, raw.",1218
61210220,"Food Node 61210220: The food description is: Orange juice, 100%, canned, bottled or in a carton. This food belongs to the category: Citrus juice. The ingredients in this food are: Orange juice, no pulp, not fortified, from concentrate, refrigerated, Orange juice, no pulp, not fortified, not from concentrate, refrigerated.",1200
92111010,"Food Node 92111010: The food description is: Coffee, brewed, decaffeinated. This food belongs to the category: Coffee. The ingredients in this food are: Beverages, coffee, brewed, prepared with tap water, decaffeinated.",1183
13110100,"Food Node 13110100: The food description is: Ice cream, vanilla. This food belongs to the category: Ice cream and frozen dairy desserts. The ingredients in this food are: Ice creams, vanilla.",1180
14410110,"Food Node 14410110: The food description is: Cheese, American. This food belongs to the category: Cheese. The ingredients in this food are: Cheese product, pasteurized process, American, vitamin D fortified, Cheese, pasteurized process, American, vitamin D fortified, Cheese, American, restaurant.",1173
51300110,"Food Node 51300110: The food description is: Bread, whole wheat. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, whole-wheat, commercially prepared.",1138
83106000,"Food Node 83106000: The food description is: Italian dressing, made with vinegar and oil. This food belongs to the category: Salad dressings and vegetable oils. The ingredients in this food are: Salad dressing, italian dressing, commercial, regular.",1120
12120100,"Food Node 12120100: The food description is: Cream, half and half. This food belongs to the category: Cream and cream substitutes. The ingredients in this food are: Cream, fluid, half and half.",1097
12210210,"Food Node 12210210: The food description is: Coffee creamer, liquid, flavored. This food belongs to the category: Cream and cream substitutes. The ingredients in this food are: Cream substitute, flavored, liquid.",1091
63123000,"Food Node 63123000: The food description is: Grapes, raw. This food belongs to the category: Grapes. The ingredients in this food are: Grapes, red or green (European type, such as Thompson seedless), raw.",1090
51101010,"Food Node 51101010: The food description is: Bread, white, toasted. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, white, commercially prepared, Bread, white, commercially prepared, toasted.",1053
81103080,"Food Node 81103080: The food description is: Margarine-oil blend, tub. This food belongs to the category: Margarine. The ingredients in this food are: Margarine-like, vegetable oil spread, 60% fat, tub, with salt, Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D.",1005
93101000,"Food Node 93101000: The food description is: Beer. This food belongs to the category: Beer. The ingredients in this food are: Alcoholic beverage, beer, regular, all.",990
61210250,"Food Node 61210250: The food description is: Orange juice, 100%, with calcium added, canned, bottled or in a carton. This food belongs to the category: Citrus juice. The ingredients in this food are: Orange juice, 100%, canned, bottled or in a carton, Calcium as ingredient, Vitamin D as ingredient, Orange juice, chilled, includes from concentrate, with added calcium and vitamin D, Orange juice, chilled, includes from concentrate, with added calcium.",943
14410200,,939
53206000,"Food Node 53206000: The food description is: Cookie, chocolate chip. This food belongs to the category: Cookies and brownies. The ingredients in this food are: Cookies, chocolate chip, commercially prepared, regular, higher fat, enriched.",902
91401000,"Food Node 91401000: The food description is: Jelly. This food belongs to the category: Jams, syrups, toppings. The ingredients in this food are: Jellies.",896
54401080,,880
61119010,"Food Node 61119010: The food description is: Orange, raw. This food belongs to the category: Citrus fruits. The ingredients in this food are: Oranges, raw, navels, Oranges, raw, all commercial varieties.",877
14104100,"Food Node 14104100: The food description is: Cheese, Cheddar. This food belongs to the category: Cheese. The ingredients in this food are: Cheese, cheddar.",866
63223020,"Food Node 63223020: The food description is: Strawberries, raw. This food belongs to the category: Berries. The ingredients in this food are: Strawberries, raw, Strawberries, raw.",840
52215200,"Food Node 52215200: The food description is: Tortilla, flour. This food belongs to the category: Tortillas. The ingredients in this food are: Tortillas, ready-to-bake or -fry, flour, refrigerated.",799
81101010,"Food Node 81101010: The food description is: Butter, tub. This food belongs to the category: Butter and animal fats. The ingredients in this food are: Butter, whipped, with salt.",795
91302010,Food Node 91302010: The food description is: Honey. This food belongs to the category: Sugars and honey. The ingredients in this food are: Honey.,783
12210200,"Food Node 12210200: The food description is: Coffee creamer, liquid. This food belongs to the category: Cream and cream substitutes. The ingredients in this food are: Cream substitute, liquid, with hydrogenated vegetable oil and soy protein.",775
71201010,,741
25230310,,738
93102000,"Food Node 93102000: The food description is: Beer, light. This food belongs to the category: Beer. The ingredients in this food are: Alcoholic beverage, beer, light.",720
51301020,"Food Node 51301020: The food description is: Bread, wheat or cracked wheat, toasted. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, wheat.",709
92410350,"Food Node 92410350: The food description is: Soft drink, cola, decaffeinated, diet. This food belongs to the category: Diet soft drinks. The ingredients in this food are: Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine.",705
75503010,"Food Node 75503010: The food description is: Pickles, dill. This food belongs to the category: Olives, pickles, pickled vegetables. The ingredients in this food are: Pickles, cucumber, dill or kosher dill.",696
21500100,"Food Node 21500100: The food description is: Beef, ground. This food belongs to the category: Ground beef. The ingredients in this food are: Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled, Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled, Salt, table, iodized, Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled, Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled.",694
92410360,"Food Node 92410360: The food description is: Soft drink, pepper type. This food belongs to the category: Soft drinks. The ingredients in this food are: Beverages, carbonated, cola, regular.",690
91745020,"Food Node 91745020: The food description is: Hard candy. This food belongs to the category: Candy not containing chocolate. The ingredients in this food are: Candies, hard.",671
54325000,"Food Node 54325000: The food description is: Crackers, saltine. This food belongs to the category: Saltine crackers. The ingredients in this food are: Crackers, saltines (includes oyster, soda, soup).",666
92410550,"Food Node 92410550: The food description is: Soft drink, fruit flavored, caffeine containing. This food belongs to the category: Soft drinks. The ingredients in this food are: Beverages, yellow green colored citrus soft drink with caffeine.",640
14104010,,640
52215100,"Food Node 52215100: The food description is: Tortilla, corn. This food belongs to the category: Tortillas. The ingredients in this food are: Tortillas, ready-to-bake or -fry, corn.",627
91201010,"Food Node 91201010: The food description is: Sugar substitute, aspartame, powder. This food belongs to the category: Sugar substitutes. The ingredients in this food are: Sweeteners, tabletop, aspartame, EQUAL, packets.",619
81102020,"Food Node 81102020: The food description is: Margarine, tub. This food belongs to the category: Margarine. The ingredients in this food are: Margarine-like, vegetable oil spread, 60% fat, tub, with salt, Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D, Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D, Margarine, regular, 80% fat, composite, tub, with salt.",599
14109010,"Food Node 14109010: The food description is: Cheese, Swiss. This food belongs to the category: Cheese. The ingredients in this food are: Cheese, swiss.",580
72116000,"Food Node 72116000: The food description is: Romaine lettuce, raw. This food belongs to the category: Lettuce and lettuce salads. The ingredients in this food are: Chicory greens, raw, Endive, raw, Lettuce, cos or romaine, raw, Lettuce, green leaf, raw.",561
63109010,"Food Node 63109010: The food description is: Cantaloupe, raw. This food belongs to the category: Melons. The ingredients in this food are: Melons, cantaloupe, raw.",554
83110000,"Food Node 83110000: The food description is: Mayonnaise-type salad dressing. This food belongs to the category: Mayonnaise. The ingredients in this food are: Salad dressing, mayonnaise type, regular, with salt.",553
71201015,,551
89902020,"Food Node 89902020: The food description is: Lettuce, for use on a sandwich. This food belongs to the category: Vegetables on a sandwich. The ingredients in this food are: Lettuce, raw.",538
91705010,"Food Node 91705010: The food description is: Chocolate candy. This food belongs to the category: Candy containing chocolate. The ingredients in this food are: Candies, milk chocolate.",536
74406010,"Food Node 74406010: The food description is: Barbecue sauce. This food belongs to the category: Tomato-based condiments. The ingredients in this food are: Sauce, barbecue.",532
92306000,"Food Node 92306000: The food description is: Tea, hot, herbal. This food belongs to the category: Tea. The ingredients in this food are: Beverages, tea, herb, other than chamomile, brewed.",530
92308000,"Food Node 92308000: The food description is: Tea, iced, brewed, black, pre-sweetened with sugar. This food belongs to the category: Tea. The ingredients in this food are: Sugars, granulated, Beverages, tea, black, brewed, prepared with tap water.",523
75114000,"Food Node 75114000: The food description is: Mixed salad greens, raw. This food belongs to the category: Lettuce and lettuce salads. The ingredients in this food are: Endive, raw, Lettuce, iceberg (includes crisphead types), raw, Lettuce, cos or romaine, raw, Lettuce, Boston, raw, Spinach, raw, Lettuce, raw, Spinach, baby, Lettuce, green leaf, raw.",523
31105000,,514
63149010,"Food Node 63149010: The food description is: Watermelon, raw. This food belongs to the category: Melons. The ingredients in this food are: Watermelon, raw.",513
93401010,"Food Node 93401010: The food description is: Wine, table, red. This food belongs to the category: Wine. The ingredients in this food are: Alcoholic beverage, wine, table, red.",511
92530610,"Food Node 92530610: The food description is: Fruit juice drink, with high vitamin C. This food belongs to the category: Fruit drinks. The ingredients in this food are: Beverages, fruit juice drink, greater than 3% juice, high vitamin C.",511
51300120,"Food Node 51300120: The food description is: Bread, whole wheat, toasted. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, whole-wheat, commercially prepared.",509
51185000,"Food Node 51185000: The food description is: Croutons. This food belongs to the category: Crackers, excludes saltines. The ingredients in this food are: Croutons, seasoned.",508
63105010,"Food Node 63105010: The food description is: Avocado, raw. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Avocados, raw, all commercial varieties.",498
51180010,"Food Node 51180010: The food description is: Bagel. This food belongs to the category: Bagels and English muffins. The ingredients in this food are: Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame).",487
89902070,"Food Node 89902070: The food description is: Tomatoes, for use on a sandwich. This food belongs to the category: Vegetables on a sandwich. The ingredients in this food are: Tomatoes, raw.",481
31103010,"Food Node 31103010: The food description is: Egg, whole, boiled or poached. This food belongs to the category: Eggs and omelets. The ingredients in this food are: Eggs, Grade A, Large, egg whole, Salt, table.",481
92541010,"Food Node 92541010: The food description is: Fruit flavored drink, powdered, reconstituted. This food belongs to the category: Fruit drinks. The ingredients in this food are: Beverages, lemonade-flavor drink, powder, Beverages, water, tap, drinking.",472
12310100,"Food Node 12310100: The food description is: Sour cream, regular. This food belongs to the category: Cream cheese, sour cream, whipped cream. The ingredients in this food are: Cream, sour, cultured.",472
14010100,,469
92302200,,458
72125100,"Food Node 72125100: The food description is: Spinach, raw. This food belongs to the category: Spinach. The ingredients in this food are: Spinach, baby, Spinach, raw, Spinach, raw.",455
54301000,,453
81104010,"Food Node 81104010: The food description is: Margarine-oil blend, tub, light. This food belongs to the category: Margarine. The ingredients in this food are: Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D, Margarine,spread, 35-39% fat, tub.",441
93401020,"Food Node 93401020: The food description is: Wine, table, white. This food belongs to the category: Wine. The ingredients in this food are: Alcoholic beverage, wine, table, white.",433
52103000,"Food Node 52103000: The food description is: Biscuit, from fast food / restaurant. This food belongs to the category: Biscuits, muffins, quick breads. The ingredients in this food are: Fast food, biscuit.",433
64104010,"Food Node 64104010: The food description is: Apple juice, 100%. This food belongs to the category: Apple juice. The ingredients in this food are: Apple juice, canned or bottled, unsweetened, without added ascorbic acid, Apple juice, with added vitamin C, from concentrate, shelf stable.",432
22600100,"Food Node 22600100: The food description is: Bacon, NS as to type of meat, cooked. This food belongs to the category: Bacon. The ingredients in this food are: Pork, cured, bacon, cooked, restaurant, Pork, cured, bacon, pre-sliced, cooked, pan-fried.",431
55101000,"Food Node 55101000: The food description is: Pancakes, plain. This food belongs to the category: Pancakes, waffles, French toast. The ingredients in this food are: Oil or table fat, NFS, Eggs, Grade A, Large, egg whole, Milk, NFS, Sugars, granulated, Pancakes, plain, dry mix, incomplete (includes buttermilk), Vegetable oil, NFS.",429
14301010,"Food Node 14301010: The food description is: Cream cheese, regular, plain. This food belongs to the category: Cream cheese, sour cream, whipped cream. The ingredients in this food are: Cheese, cream.",422
21101130,"Food Node 21101130: The food description is: Beef steak, broiled or baked, lean only eaten. This food belongs to the category: Beef, excludes ground. The ingredients in this food are: Salt, table, iodized, Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled, Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled, Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled, Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled.",420
92101500,"Food Node 92101500: The food description is: Coffee, brewed, blend of regular and decaffeinated. This food belongs to the category: Coffee. The ingredients in this food are: Beverages, coffee, brewed, prepared with tap water, Beverages, coffee, brewed, prepared with tap water, decaffeinated.",416
14108010,"Food Node 14108010: The food description is: Cheese, Parmesan, dry grated. This food belongs to the category: Cheese. The ingredients in this food are: Cheese, parmesan, grated.",416
56205008,"Food Node 56205008: The food description is: Rice, white, cooked, no added fat. This food belongs to the category: Rice. The ingredients in this food are: Rice, white, long-grain, regular, enriched, cooked, Salt, table, iodized.",413
75109000,"Food Node 75109000: The food description is: Celery, raw. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Celery, raw.",412
25221405,"Food Node 25221405: The food description is: Pork sausage. This food belongs to the category: Sausages. The ingredients in this food are: Pork sausage, link/patty, cooked, pan-fried.",411
62125100,"Food Node 62125100: The food description is: Raisins. This food belongs to the category: Dried fruits. The ingredients in this food are: Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program).",406
51157000,"Food Node 51157000: The food description is: Roll, white, hoagie, submarine. This food belongs to the category: Rolls and buns. The ingredients in this food are: Rolls, hamburger or hotdog, plain.",404
54408010,,403
24122120,,399
71401000,"Food Node 71401000: The food description is: Potato, french fries, NS as to fresh or frozen. This food belongs to the category: French fries and other fried white potatoes. The ingredients in this food are: Potato, french fries, from frozen, fried.",397
61204010,"Food Node 61204010: The food description is: Lemon juice, 100%, freshly squeezed. This food belongs to the category: Mustard and other condiments. The ingredients in this food are: Lemon juice, raw.",394
92308020,"Food Node 92308020: The food description is: Tea, iced, brewed, black, unsweetened. This food belongs to the category: Tea. The ingredients in this food are: Beverages, tea, black, brewed, prepared with tap water.",390
14107030,"Food Node 14107030: The food description is: Cheese, Mozzarella, part skim. This food belongs to the category: Cheese. The ingredients in this food are: Cheese, mozzarella, low moisture, part-skim.",389
63203010,"Food Node 63203010: The food description is: Blueberries, raw. This food belongs to the category: Blueberries and other berries. The ingredients in this food are: Blueberries, raw, Blueberries, raw.",389
92114000,"Food Node 92114000: The food description is: Coffee, instant, decaffeinated, reconstituted. This food belongs to the category: Coffee. The ingredients in this food are: Beverages, coffee, instant, decaffeinated, powder, Beverages, water, tap, drinking.",384
81100500,"Food Node 81100500: The food description is: Butter, NFS. This food belongs to the category: Butter and animal fats. The ingredients in this food are: Butter, stick, Butter, salted.",378
92510610,"Food Node 92510610: The food description is: Fruit juice drink. This food belongs to the category: Fruit drinks. The ingredients in this food are: Beverages, Tropical Punch, ready-to-drink.",374
28500040,"Food Node 28500040: The food description is: Gravy, beef. This food belongs to the category: Dips, gravies, other sauces. The ingredients in this food are: Gravy, beef, canned, ready-to-serve.",374
91402000,"Food Node 91402000: The food description is: Jam. This food belongs to the category: Jams, syrups, toppings. The ingredients in this food are: Jams and preserves.",373
75511010,"Food Node 75511010: The food description is: Hot pepper sauce. This food belongs to the category: Mustard and other condiments. The ingredients in this food are: Sauce, ready-to-serve, pepper, TABASCO.",372
25220410,"Food Node 25220410: The food description is: Bologna. This food belongs to the category: Cold cuts and cured meats. The ingredients in this food are: Bologna, meat and poultry.",372
92552010,"Food Node 92552010: The food description is: Fruit flavored drink, powdered, reconstituted, diet. This food belongs to the category: Other diet drinks. The ingredients in this food are: Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame, Beverages, water, tap, drinking.",364
57123000,"Food Node 57123000: The food description is: Cereal (General Mills Cheerios). This food belongs to the category: Ready-to-eat cereal, lower sugar (=<21.2g/100g). The ingredients in this food are: Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Vitamin C as ingredient, Cereals, oats, regular and quick, not fortified, dry, Sugars, granulated, Salt, table, iodized, Vitamin B composite in cereals, Folic acid as ingredient, Iron as ingredient, Calcium as ingredient, Vitamin D as ingredient, Fiber, total dietary, as ingredient.",363
92410710,"Food Node 92410710: The food description is: Soft drink, root beer. This food belongs to the category: Soft drinks. The ingredients in this food are: Beverages, carbonated, root beer.",359
92410520,"Food Node 92410520: The food description is: Soft drink, fruit flavored, diet, caffeine free. This food belongs to the category: Diet soft drinks. The ingredients in this food are: Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine.",355
53241500,"Food Node 53241500: The food description is: Cookie, butter or sugar. This food belongs to the category: Cookies and brownies. The ingredients in this food are: Cookies, sugar, commercially prepared, regular (includes vanilla).",355
63135010,"Food Node 63135010: The food description is: Peach, raw. This food belongs to the category: Peaches and nectarines. The ingredients in this food are: Peaches, yellow, raw.",339
54403020,,339
54401020,,329
94000000,,327
91715100,"Food Node 91715100: The food description is: SNICKERS Bar. This food belongs to the category: Candy containing chocolate. The ingredients in this food are: Candies, MARS SNACKFOOD US, SNICKERS Bar.",326
51601020,"Food Node 51601020: The food description is: Bread, multigrain. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, multi-grain (includes whole-grain).",325
24100000,"Food Node 24100000: The food description is: Chicken, NS as to part and cooking method, NS as to skin eaten. This food belongs to the category: Chicken, whole pieces. The ingredients in this food are: Chicken, broiler, rotisserie, BBQ, drumstick, meat only, Chicken, broiler, rotisserie, BBQ, thigh, meat only, Chicken, broiler, rotisserie, BBQ, breast, meat only.",322
25221500,"Food Node 25221500: The food description is: Salami, NFS. This food belongs to the category: Cold cuts and cured meats. The ingredients in this food are: Salami, dry or hard, pork, beef.",321
91300100,"Food Node 91300100: The food description is: Pancake syrup. This food belongs to the category: Jams, syrups, toppings. The ingredients in this food are: Syrups, table blends, pancake, with 2% maple.",320
63141010,"Food Node 63141010: The food description is: Pineapple, raw. This food belongs to the category: Other fruits and fruit salads. The ingredients in this food are: Pineapple, raw, all varieties, Pineapple, raw, all varieties.",319
54401050,,319
51160110,"Food Node 51160110: The food description is: Roll, sweet, cinnamon bun, frosted. This food belongs to the category: Doughnuts, sweet rolls, pastries. The ingredients in this food are: Cinnamon buns, frosted (includes honey buns).",317
24198700,,317
14108400,"Food Node 14108400: The food description is: Cheese, Provolone. This food belongs to the category: Cheese. The ingredients in this food are: Cheese, provolone.",315
14107010,"Food Node 14107010: The food description is: Cheese, Mozzarella, NFS. This food belongs to the category: Cheese. The ingredients in this food are: Cheese, mozzarella, low moisture, part-skim.",313
51107010,"Food Node 51107010: The food description is: Bread, French or Vienna. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, french or vienna (includes sourdough).",312
22311000,"Food Node 22311000: The food description is: Ham, smoked or cured, cooked, NS as to fat eaten. This food belongs to the category: Cold cuts and cured meats. The ingredients in this food are: Pork, cured, ham, boneless, extra lean and regular, roasted, Pork, cured, ham, boneless, regular (approximately 11% fat), roasted, Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted, Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted, Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted, Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted, Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted, Ham, sliced, restaurant.",312
92410210,"Food Node 92410210: The food description is: Water, carbonated, plain. This food belongs to the category: Flavored or carbonated water. The ingredients in this food are: Beverages, carbonated, club soda.",309
92511010,,306
32105000,,303
57241000,"Food Node 57241000: The food description is: Cereal (General Mills Cheerios Honey Nut). This food belongs to the category: Ready-to-eat cereal, higher sugar (>21.2g/100g). The ingredients in this food are: Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CHEERIOS, Vitamin C as ingredient, Iron as ingredient, Vitamin D as ingredient, Sugars, granulated, Salt, table, iodized, Fiber, total dietary, as ingredient, Oil, canola, Vitamin B composite in cereals, Folic acid as ingredient, Calcium as ingredient, Cereals, oats, regular and quick, not fortified, dry.",300
71200100,"Food Node 71200100: The food description is: Potato chips, plain. This food belongs to the category: Potato chips. The ingredients in this food are: Snacks, potato chips, plain, salted.",295
92301060,,292
91745010,"Food Node 91745010: The food description is: Candy, gummy. This food belongs to the category: Candy not containing chocolate. The ingredients in this food are: Candies, gumdrops, starch jelly pieces.",288
75122000,"Food Node 75122000: The food description is: Pepper, raw, NFS. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Peppers, sweet, red, raw, Peppers, sweet, green, raw.",286
75510000,"Food Node 75510000: The food description is: Olives, NFS. This food belongs to the category: Olives, pickles, pickled vegetables. The ingredients in this food are: Olives, ripe, canned (small-extra large), Olives, pickled, canned or bottled, green.",285
92309000,"Food Node 92309000: The food description is: Tea, iced, bottled, black. This food belongs to the category: Tea. The ingredients in this food are: Beverages, tea, black, ready-to-drink, lemon, sweetened.",283
91800100,"Food Node 91800100: The food description is: Chewing gum, NFS. This food belongs to the category: Candy not containing chocolate. The ingredients in this food are: Chewing gum, sugarless, Chewing gum.",283
25230780,"Food Node 25230780: The food description is: Turkey, prepackaged or deli, luncheon meat. This food belongs to the category: Cold cuts and cured meats. The ingredients in this food are: Turkey breast, sliced, prepackaged.",282
56203030,,282
58132310,,282
42116000,"Food Node 42116000: The food description is: Walnuts, excluding honey roasted. This food belongs to the category: Nuts and seeds. The ingredients in this food are: Nuts, walnuts, english.",280
81102000,"Food Node 81102000: The food description is: Margarine, NFS. This food belongs to the category: Margarine. The ingredients in this food are: Margarine, tub, Margarine-like, vegetable oil spread, 60% fat, tub, with salt, Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D, Margarine, stick.",277
